"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WASTEMUN","TOT","THND_TONNE","A","1980",10000,
"AUS","WASTEMUN","TOT","THND_TONNE","A","1992",12000,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2000",13200,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2007",12885.684,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2008",13096.5,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2009",13343.236,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2010",13560.506,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2011",13472.495,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2012",13572.33,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2013",13694.67,"E"
"AUS","WASTEMUN","TOT","THND_TONNE","A","2014",13789.384,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2015",13964.23,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2016",13019.29,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2017",12605.342,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2018",12641.478,
"AUS","WASTEMUN","TOT","THND_TONNE","A","2019",12571.73,
"AUS","WASTEMUN","TOT","KG_CAP","A","1980",685.476,
"AUS","WASTEMUN","TOT","KG_CAP","A","1992",689.569,
"AUS","WASTEMUN","TOT","KG_CAP","A","2000",695.05,
"AUS","WASTEMUN","TOT","KG_CAP","A","2007",616.058,
"AUS","WASTEMUN","TOT","KG_CAP","A","2008",613.928,
"AUS","WASTEMUN","TOT","KG_CAP","A","2009",613.458,
"AUS","WASTEMUN","TOT","KG_CAP","A","2010",612.083,
"AUS","WASTEMUN","TOT","KG_CAP","A","2011",597.768,
"AUS","WASTEMUN","TOT","KG_CAP","A","2012",592.576,
"AUS","WASTEMUN","TOT","KG_CAP","A","2013",588.894,
"AUS","WASTEMUN","TOT","KG_CAP","A","2014",584.384,
"AUS","WASTEMUN","TOT","KG_CAP","A","2015",583.484,
"AUS","WASTEMUN","TOT","KG_CAP","A","2016",536.597,
"AUS","WASTEMUN","TOT","KG_CAP","A","2017",512.733,
"AUS","WASTEMUN","TOT","KG_CAP","A","2018",507.728,
"AUS","WASTEMUN","TOT","KG_CAP","A","2019",498.815,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1989",3150,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1990",3204,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1991",3126,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1992",3176,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1993",3341,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1994",3400,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1995",3476,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1996",4110,"B"
"AUT","WASTEMUN","TOT","THND_TONNE","A","1997",4241,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1998",4240,
"AUT","WASTEMUN","TOT","THND_TONNE","A","1999",4496,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2000",4646,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2001",4634,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2002",4914,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2003",4932,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2004",4686.7,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2005",4731.7,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2006",4932.5,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2007",4951.1,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2008",4996.9,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2009",4921,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2010",4700.8,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2011",4806.9,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2012",4883.3,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2013",4905.2,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2014",4832.5,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2015",4836,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2016",4928.4,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2017",5017.6,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2018",5119,
"AUT","WASTEMUN","TOT","THND_TONNE","A","2019",5220.28,"E"
"AUT","WASTEMUN","TOT","KG_CAP","A","1989",409.806,
"AUT","WASTEMUN","TOT","KG_CAP","A","1990",414.814,
"AUT","WASTEMUN","TOT","KG_CAP","A","1991",402.177,
"AUT","WASTEMUN","TOT","KG_CAP","A","1992",405.571,
"AUT","WASTEMUN","TOT","KG_CAP","A","1993",423.335,
"AUT","WASTEMUN","TOT","KG_CAP","A","1994",427.823,
"AUT","WASTEMUN","TOT","KG_CAP","A","1995",435.038,
"AUT","WASTEMUN","TOT","KG_CAP","A","1996",512.606,
"AUT","WASTEMUN","TOT","KG_CAP","A","1997",527.956,
"AUT","WASTEMUN","TOT","KG_CAP","A","1998",527.294,
"AUT","WASTEMUN","TOT","KG_CAP","A","1999",558.432,
"AUT","WASTEMUN","TOT","KG_CAP","A","2000",575.764,
"AUT","WASTEMUN","TOT","KG_CAP","A","2001",572.258,
"AUT","WASTEMUN","TOT","KG_CAP","A","2002",604.101,
"AUT","WASTEMUN","TOT","KG_CAP","A","2003",603.24,
"AUT","WASTEMUN","TOT","KG_CAP","A","2004",570.38,
"AUT","WASTEMUN","TOT","KG_CAP","A","2005",573.285,
"AUT","WASTEMUN","TOT","KG_CAP","A","2006",595.329,
"AUT","WASTEMUN","TOT","KG_CAP","A","2007",595.533,
"AUT","WASTEMUN","TOT","KG_CAP","A","2008",599.039,
"AUT","WASTEMUN","TOT","KG_CAP","A","2009",587.746,
"AUT","WASTEMUN","TOT","KG_CAP","A","2010",558.957,
"AUT","WASTEMUN","TOT","KG_CAP","A","2011",568.628,
"AUT","WASTEMUN","TOT","KG_CAP","A","2012",574.355,
"AUT","WASTEMUN","TOT","KG_CAP","A","2013",573.293,
"AUT","WASTEMUN","TOT","KG_CAP","A","2014",560.927,
"AUT","WASTEMUN","TOT","KG_CAP","A","2015",557.228,
"AUT","WASTEMUN","TOT","KG_CAP","A","2016",563.419,
"AUT","WASTEMUN","TOT","KG_CAP","A","2017",568.895,
"AUT","WASTEMUN","TOT","KG_CAP","A","2018",575.726,
"AUT","WASTEMUN","TOT","KG_CAP","A","2019",582.939,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1980",2763,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1985",3055.2,"E"
"BEL","WASTEMUN","TOT","THND_TONNE","A","1990",3436,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1995",4613.232,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1996",4567.049,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1997",4650.462,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1998",4603.141,
"BEL","WASTEMUN","TOT","THND_TONNE","A","1999",4701.645,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2000",4830.518,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2001",4801.848,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2002",4981.229,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2003",4824.053,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2004",5058.685,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2005",5052.388,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2006",5114.829,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2007",5242.921,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2008",5140.702,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2009",5042.386,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2010",4971.958,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2011",5022.778,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2012",4944.256,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2013",4867.073,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2014",4762.003,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2015",4642.623,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2016",4745.78,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2017",4671.868,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2018",4677.385,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2019",4779.342,
"BEL","WASTEMUN","TOT","THND_TONNE","A","2020",4799.862,
"BEL","WASTEMUN","TOT","KG_CAP","A","1980",279.968,
"BEL","WASTEMUN","TOT","KG_CAP","A","1985",308.09,
"BEL","WASTEMUN","TOT","KG_CAP","A","1990",343.375,
"BEL","WASTEMUN","TOT","KG_CAP","A","1995",452.886,
"BEL","WASTEMUN","TOT","KG_CAP","A","1996",447.388,
"BEL","WASTEMUN","TOT","KG_CAP","A","1997",454.867,
"BEL","WASTEMUN","TOT","KG_CAP","A","1998",449.644,
"BEL","WASTEMUN","TOT","KG_CAP","A","1999",458.467,
"BEL","WASTEMUN","TOT","KG_CAP","A","2000",469.801,
"BEL","WASTEMUN","TOT","KG_CAP","A","2001",465.339,
"BEL","WASTEMUN","TOT","KG_CAP","A","2002",480.587,
"BEL","WASTEMUN","TOT","KG_CAP","A","2003",463.004,
"BEL","WASTEMUN","TOT","KG_CAP","A","2004",482.693,
"BEL","WASTEMUN","TOT","KG_CAP","A","2005",479.041,
"BEL","WASTEMUN","TOT","KG_CAP","A","2006",481.646,
"BEL","WASTEMUN","TOT","KG_CAP","A","2007",490.103,
"BEL","WASTEMUN","TOT","KG_CAP","A","2008",476.929,
"BEL","WASTEMUN","TOT","KG_CAP","A","2009",464.311,
"BEL","WASTEMUN","TOT","KG_CAP","A","2010",454.528,
"BEL","WASTEMUN","TOT","KG_CAP","A","2011",456.042,
"BEL","WASTEMUN","TOT","KG_CAP","A","2012",446.017,
"BEL","WASTEMUN","TOT","KG_CAP","A","2013",436.352,
"BEL","WASTEMUN","TOT","KG_CAP","A","2014",424.375,
"BEL","WASTEMUN","TOT","KG_CAP","A","2015",411.291,
"BEL","WASTEMUN","TOT","KG_CAP","A","2016",417.968,
"BEL","WASTEMUN","TOT","KG_CAP","A","2017",409.104,
"BEL","WASTEMUN","TOT","KG_CAP","A","2018",407.36,
"BEL","WASTEMUN","TOT","KG_CAP","A","2019",414.178,
"BEL","WASTEMUN","TOT","KG_CAP","A","2020",414.152,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1994",2489.8,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1995",3120,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1996",3200,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1997",3280,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1998",3017,
"CZE","WASTEMUN","TOT","THND_TONNE","A","1999",3365,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2000",3434,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2001",2798,"B"
"CZE","WASTEMUN","TOT","THND_TONNE","A","2002",2845,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2003",2857,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2004",2841,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2005",2954,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2006",3039,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2007",3025,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2008",3176,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2009",3310,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2010",3334,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2011",3358,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2012",3233,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2013",3228.23,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2014",3260.581,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2015",3337.336,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2016",3579.614,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2017",5176.513,"B"
"CZE","WASTEMUN","TOT","THND_TONNE","A","2018",5247.652,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2019",5337.521,
"CZE","WASTEMUN","TOT","THND_TONNE","A","2020",5418.774,"E"
"CZE","WASTEMUN","TOT","KG_CAP","A","1994",240.306,
"CZE","WASTEMUN","TOT","KG_CAP","A","1995",301.211,
"CZE","WASTEMUN","TOT","KG_CAP","A","1996",309.17,
"CZE","WASTEMUN","TOT","KG_CAP","A","1997",317.265,
"CZE","WASTEMUN","TOT","KG_CAP","A","1998",292.253,
"CZE","WASTEMUN","TOT","KG_CAP","A","1999",326.496,
"CZE","WASTEMUN","TOT","KG_CAP","A","2000",333.742,
"CZE","WASTEMUN","TOT","KG_CAP","A","2001",272.417,
"CZE","WASTEMUN","TOT","KG_CAP","A","2002",277.5,
"CZE","WASTEMUN","TOT","KG_CAP","A","2003",279.028,
"CZE","WASTEMUN","TOT","KG_CAP","A","2004",277.457,
"CZE","WASTEMUN","TOT","KG_CAP","A","2005",287.966,
"CZE","WASTEMUN","TOT","KG_CAP","A","2006",295.088,
"CZE","WASTEMUN","TOT","KG_CAP","A","2007",292.058,
"CZE","WASTEMUN","TOT","KG_CAP","A","2008",304.644,
"CZE","WASTEMUN","TOT","KG_CAP","A","2009",315.594,
"CZE","WASTEMUN","TOT","KG_CAP","A","2010",316.424,
"CZE","WASTEMUN","TOT","KG_CAP","A","2011",317.797,
"CZE","WASTEMUN","TOT","KG_CAP","A","2012",305.539,
"CZE","WASTEMUN","TOT","KG_CAP","A","2013",304.938,
"CZE","WASTEMUN","TOT","KG_CAP","A","2014",307.86,
"CZE","WASTEMUN","TOT","KG_CAP","A","2015",314.802,
"CZE","WASTEMUN","TOT","KG_CAP","A","2016",337.099,
"CZE","WASTEMUN","TOT","KG_CAP","A","2017",486.467,
"CZE","WASTEMUN","TOT","KG_CAP","A","2018",492.013,
"CZE","WASTEMUN","TOT","KG_CAP","A","2019",499.337,
"CZE","WASTEMUN","TOT","KG_CAP","A","2020",506.002,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1980",2046,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1985",2430,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1994",2802.6,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1995",2725,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1996",3253,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1997",3104,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1998",3141,
"DNK","WASTEMUN","TOT","THND_TONNE","A","1999",3329,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2000",3546,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2001",3519,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2002",3568,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2003",3618,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2004",3757,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2005",3990,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2006",4021,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2007",4313,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2008",4560,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2009",4206,"E"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2010",4206,"E"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2011",4803,"B"
"DNK","WASTEMUN","TOT","THND_TONNE","A","2012",4508,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2013",4564,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2014",4558,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2015",4671,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2016",4757,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2017",4728,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2018",4715,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2019",4907.466,
"DNK","WASTEMUN","TOT","THND_TONNE","A","2020",4926.531,"E"
"DNK","WASTEMUN","TOT","KG_CAP","A","1980",399.302,
"DNK","WASTEMUN","TOT","KG_CAP","A","1985",475.143,
"DNK","WASTEMUN","TOT","KG_CAP","A","1994",537.79,
"DNK","WASTEMUN","TOT","KG_CAP","A","1995",520.763,
"DNK","WASTEMUN","TOT","KG_CAP","A","1996",619.046,
"DNK","WASTEMUN","TOT","KG_CAP","A","1997",588.134,
"DNK","WASTEMUN","TOT","KG_CAP","A","1998",592.599,
"DNK","WASTEMUN","TOT","KG_CAP","A","1999",625.544,
"DNK","WASTEMUN","TOT","KG_CAP","A","2000",663.897,
"DNK","WASTEMUN","TOT","KG_CAP","A","2001",656.768,
"DNK","WASTEMUN","TOT","KG_CAP","A","2002",664.086,
"DNK","WASTEMUN","TOT","KG_CAP","A","2003",671.621,
"DNK","WASTEMUN","TOT","KG_CAP","A","2004",695.387,
"DNK","WASTEMUN","TOT","KG_CAP","A","2005",735.932,
"DNK","WASTEMUN","TOT","KG_CAP","A","2006",738.572,
"DNK","WASTEMUN","TOT","KG_CAP","A","2007",788.494,
"DNK","WASTEMUN","TOT","KG_CAP","A","2008",829.433,
"DNK","WASTEMUN","TOT","KG_CAP","A","2009",761.075,
"DNK","WASTEMUN","TOT","KG_CAP","A","2010",757.176,
"DNK","WASTEMUN","TOT","KG_CAP","A","2011",860.293,
"DNK","WASTEMUN","TOT","KG_CAP","A","2012",803.435,
"DNK","WASTEMUN","TOT","KG_CAP","A","2013",809.485,
"DNK","WASTEMUN","TOT","KG_CAP","A","2014",804.703,
"DNK","WASTEMUN","TOT","KG_CAP","A","2015",821.103,
"DNK","WASTEMUN","TOT","KG_CAP","A","2016",832.903,
"DNK","WASTEMUN","TOT","KG_CAP","A","2017",824.803,
"DNK","WASTEMUN","TOT","KG_CAP","A","2018",819.696,
"DNK","WASTEMUN","TOT","KG_CAP","A","2019",850.238,
"DNK","WASTEMUN","TOT","KG_CAP","A","2020",850.546,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1994",2100,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1995",2108.6,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1996",2100,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1997",2300,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1998",2400,
"FIN","WASTEMUN","TOT","THND_TONNE","A","1999",2500,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2000",2600,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2001",2412,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2002",2384.4,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2003",2427.9,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2004",2453.4,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2005",2505.8,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2006",2600.1,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2007",2674.9,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2008",2768,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2009",2562,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2010",2519,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2011",2719,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2012",2738,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2013",2681.55,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2014",2629.88,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2015",2738.28,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2016",2767.93,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2017",2811.59,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2018",3041.08,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2019",3122.705,
"FIN","WASTEMUN","TOT","THND_TONNE","A","2020",3296.157,
"FIN","WASTEMUN","TOT","KG_CAP","A","1994",412,
"FIN","WASTEMUN","TOT","KG_CAP","A","1995",411.916,
"FIN","WASTEMUN","TOT","KG_CAP","A","1996",408.801,
"FIN","WASTEMUN","TOT","KG_CAP","A","1997",446.451,
"FIN","WASTEMUN","TOT","KG_CAP","A","1998",464.734,
"FIN","WASTEMUN","TOT","KG_CAP","A","1999",483.006,
"FIN","WASTEMUN","TOT","KG_CAP","A","2000",501.161,
"FIN","WASTEMUN","TOT","KG_CAP","A","2001",463.803,
"FIN","WASTEMUN","TOT","KG_CAP","A","2002",457.363,
"FIN","WASTEMUN","TOT","KG_CAP","A","2003",464.482,
"FIN","WASTEMUN","TOT","KG_CAP","A","2004",468.012,
"FIN","WASTEMUN","TOT","KG_CAP","A","2005",476.485,
"FIN","WASTEMUN","TOT","KG_CAP","A","2006",492.677,
"FIN","WASTEMUN","TOT","KG_CAP","A","2007",504.913,
"FIN","WASTEMUN","TOT","KG_CAP","A","2008",520.355,
"FIN","WASTEMUN","TOT","KG_CAP","A","2009",479.571,
"FIN","WASTEMUN","TOT","KG_CAP","A","2010",469.456,
"FIN","WASTEMUN","TOT","KG_CAP","A","2011",504.449,
"FIN","WASTEMUN","TOT","KG_CAP","A","2012",505.654,
"FIN","WASTEMUN","TOT","KG_CAP","A","2013",493.024,
"FIN","WASTEMUN","TOT","KG_CAP","A","2014",481.539,
"FIN","WASTEMUN","TOT","KG_CAP","A","2015",499.583,
"FIN","WASTEMUN","TOT","KG_CAP","A","2016",503.47,
"FIN","WASTEMUN","TOT","KG_CAP","A","2017",510.144,
"FIN","WASTEMUN","TOT","KG_CAP","A","2018",550.663,
"FIN","WASTEMUN","TOT","KG_CAP","A","2019",564.465,
"FIN","WASTEMUN","TOT","KG_CAP","A","2020",594.897,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1989",26220,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1992",27000,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1993",27757,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1995",28253,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1996",28950,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1997",29677,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1998",30449,
"FRA","WASTEMUN","TOT","THND_TONNE","A","1999",30612,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2000",31232,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2001",32198,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2002",32684,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2003",31400,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2004",32444,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2005",33347,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2006",33962,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2007",34577,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2008",34501,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2009",34426,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2010",34609,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2011",34790,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2012",34484,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2013",34176,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2014",34260,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2015",34344,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2016",35355.866,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2017",35817.334,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2018",35888.628,"E"
"FRA","WASTEMUN","TOT","THND_TONNE","A","2019",37397.05,
"FRA","WASTEMUN","TOT","THND_TONNE","A","2020",36153.605,"E"
"FRA","WASTEMUN","TOT","KG_CAP","A","1989",464.858,
"FRA","WASTEMUN","TOT","KG_CAP","A","1992",460.689,
"FRA","WASTEMUN","TOT","KG_CAP","A","1993",471.631,
"FRA","WASTEMUN","TOT","KG_CAP","A","1995",476.201,
"FRA","WASTEMUN","TOT","KG_CAP","A","1996",486.036,
"FRA","WASTEMUN","TOT","KG_CAP","A","1997",496.306,
"FRA","WASTEMUN","TOT","KG_CAP","A","1998",507.106,
"FRA","WASTEMUN","TOT","KG_CAP","A","1999",507.406,
"FRA","WASTEMUN","TOT","KG_CAP","A","2000",514.827,
"FRA","WASTEMUN","TOT","KG_CAP","A","2001",527.326,
"FRA","WASTEMUN","TOT","KG_CAP","A","2002",531.425,
"FRA","WASTEMUN","TOT","KG_CAP","A","2003",506.666,
"FRA","WASTEMUN","TOT","KG_CAP","A","2004",519.573,
"FRA","WASTEMUN","TOT","KG_CAP","A","2005",530.265,
"FRA","WASTEMUN","TOT","KG_CAP","A","2006",536.564,
"FRA","WASTEMUN","TOT","KG_CAP","A","2007",543.026,
"FRA","WASTEMUN","TOT","KG_CAP","A","2008",538.773,
"FRA","WASTEMUN","TOT","KG_CAP","A","2009",534.717,
"FRA","WASTEMUN","TOT","KG_CAP","A","2010",534.69,
"FRA","WASTEMUN","TOT","KG_CAP","A","2011",534.529,
"FRA","WASTEMUN","TOT","KG_CAP","A","2012",527.041,
"FRA","WASTEMUN","TOT","KG_CAP","A","2013",519.705,
"FRA","WASTEMUN","TOT","KG_CAP","A","2014",516.77,
"FRA","WASTEMUN","TOT","KG_CAP","A","2015",515.87,
"FRA","WASTEMUN","TOT","KG_CAP","A","2016",529.268,
"FRA","WASTEMUN","TOT","KG_CAP","A","2017",534.764,
"FRA","WASTEMUN","TOT","KG_CAP","A","2018",534.545,
"FRA","WASTEMUN","TOT","KG_CAP","A","2019",555.796,
"FRA","WASTEMUN","TOT","KG_CAP","A","2020",536.11,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1990",49857,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1995",50894,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1996",52544,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1997",53966,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1998",53058,
"DEU","WASTEMUN","TOT","THND_TONNE","A","1999",52373,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2000",52810,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2001",52075,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2002",52772,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2003",49622,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2004",48434,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2005",46555,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2006",46426,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2007",47887,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2008",48367,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2009",48466,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2010",49237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2011",50237,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2012",49759,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2013",49570,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2014",51102,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2015",51625,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2016",52133,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2017",51790,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2018",50259.969,
"DEU","WASTEMUN","TOT","THND_TONNE","A","2019",50611.789,"E"
"DEU","WASTEMUN","TOT","THND_TONNE","A","2020",52566.96,"E"
